Asset ID,Install Date,WO Date,Work Order #,Material Cost,Material Charge,PO#,Model Number,Model Number MFG,Asset MFG Date,In Service?,Manufacturer Name
07608,9/21/2022,2/6/2024,43864,65.69,82.11,,TOTALCARE,1900D003515,2/13/2001,TRUE,Hill-Rom
EE151720,10/19/2022,2/6/2024,43866,72.36,83.21,,PROGRESSA,P7500,9/14/2015,TRUE,Hill-Rom
12725,9/19/2022,2/7/2024,43877,560.13,644.15,,INTOUCH,2131/2141,,TRUE,Stryker
19526,9/14/2022,2/8/2024,43885,9.95,12.44,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
19526,9/14/2022,2/8/2024,43885,10,12.5,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
19526,9/14/2022,2/8/2024,43885,436.59,545.74,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
19531,9/30/2022,2/9/2024,43913,26.48,33.1,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
17400,1/18/2023,2/9/2024,43914,26.48,33.1,,BIG WHEEL,1115,,TRUE,Stryker
17392,1/18/2023,2/9/2024,43915,26.48,33.1,,BIG WHEEL,1115,,TRUE,Stryker
EE169774,7/24/2019,2/9/2024,43892,234.99,270.24,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
EE170507,7/19/2018,2/9/2024,43893,234.99,270.24,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
EE170507,7/19/2018,2/9/2024,43893,1752.94,2015.88,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
EE169384,1/24/2018,2/9/2024,43894,1752.94,2015.88,,EVOLUTION,EVOLUTION,1/1/2000,TRUE,SIZEWISE
85291,10/23/2019,2/12/2024,43919,206.06,274.75,,M-SERIES,1015,10/1/2007,TRUE,Stryker
19481,11/6/2022,2/13/2024,43924,9.52,11.9,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
19481,11/6/2022,2/13/2024,43924,9.95,12.44,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
19481,11/6/2022,2/13/2024,43924,10,12.5,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
19481,11/6/2022,2/13/2024,43924,14.95,17.19,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
111211,6/20/2018,2/13/2024,43921,18.18,22.73,,TOTALCARE,P1900P006976,,TRUE,Hill-Rom
19527,11/1/2022,2/14/2024,43939,5.24,6.55,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
19527,11/1/2022,2/14/2024,43939,10,12.5,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
19527,11/1/2022,2/14/2024,43939,14.95,17.19,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
19519,9/17/2022,2/15/2024,43952,9.52,11.9,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
107107,2/16/2024,2/16/2024,43959,10.86,12.48,,,P8000,,TRUE,Hill-Rom
107107,2/16/2024,2/16/2024,43959,15.38,19.22,,,P8000,,TRUE,Hill-Rom
107107,2/16/2024,2/16/2024,43959,23.85,29.82,,,P8000,,TRUE,Hill-Rom
107107,2/16/2024,2/16/2024,43959,24.29,30.36,,,P8000,,TRUE,Hill-Rom
107107,2/16/2024,2/16/2024,43959,31.22,39.03,,,P8000,,TRUE,Hill-Rom
107120,10/28/2019,2/16/2024,43963,31.22,39.03,,TRANSTAR,P8000,,TRUE,Hill-Rom
EE183012,1/5/2021,2/16/2024,43958,90.9,90.9,,CENTRELLA,P7900,4/13/2020,TRUE,Hill-Rom
13163,11/6/2022,2/20/2024,43998,21.04,24.2,,SECURE,3002,9/1/2008,TRUE,Stryker
13093,3/14/2023,2/20/2024,44001,21.04,26.3,,SECURE,3002,9/1/2008,TRUE,Stryker
EE151714,10/5/2017,2/20/2024,43988,31.28,39.1,,PROGRESSA,P7500,9/14/2015,TRUE,Hill-Rom
111208,7/2/2018,2/20/2024,43983,65.69,82.11,,TOTALCARE,P1900P006976,,TRUE,Hill-Rom
125423,11/30/2016,2/20/2024,43984,67.04,83.8,,M-SERIES,1015,6/1/2009,TRUE,Stryker
29331,11/6/2022,2/21/2024,44005,10.47,13.09,,PRIME ZOOM,1125,7/1/2020,TRUE,Stryker
30176,3/1/2023,2/21/2024,44007,21.04,26.3,,SECURE,3002,6/1/2007,TRUE,Stryker
MX1928264,5/13/2021,2/22/2024,44021,27.93,34.91,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
041178,11/3/2016,2/26/2024,44066,5.25,6.56,,RENAISSANCE,1711,12/1/1998,TRUE,Stryker
041664,11/16/2016,2/26/2024,44067,5.78,7.23,,RENAISSANCE,1711,12/1/1998,TRUE,Stryker
17764,12/12/2022,2/26/2024,44069,13.75,17.19,,TOTALCARE,PR1900MM000017,11/20/2013,TRUE,Hill-Rom
12114,2/22/2023,2/26/2024,44072,21.04,26.3,,SECURE,3002,6/1/2007,TRUE,Stryker
EE151709,6/29/2017,2/26/2024,44078,22.06,25.37,,PROGRESSA,P7500,9/12/2015,TRUE,Hill-Rom
29330,11/6/2022,2/26/2024,44068,26.48,33.1,,PRIME ZOOM,1125,7/1/2020,TRUE,Stryker
041664,11/16/2016,2/26/2024,44067,48.46,60.58,,RENAISSANCE,1711,12/1/1998,TRUE,Stryker
12097,9/13/2022,2/26/2024,44074,72.55,90.69,,SECURE,3002,6/1/2007,TRUE,Stryker
EE192002,8/23/2022,2/26/2024,44082,89,89,,OOK SNOW,FL36,,TRUE,Umano Medical
EE192012,10/29/2021,2/26/2024,44084,480.28,480.28,,OOK SNOW,FL36,,TRUE,Umano Medical
12097,9/13/2022,2/26/2024,44074,494.1,617.63,,SECURE,3002,6/1/2007,TRUE,Stryker
EE45807,10/23/2015,2/26/2024,WIRC-44075,695.21,869.01,,PROGRESSA,P7500A000131,9/26/2014,TRUE,Hill-Rom
12097,9/13/2022,2/26/2024,44074,943.96,1179.95,,SECURE,3002,6/1/2007,TRUE,Stryker
12101,9/11/2022,2/27/2024,44089,21.04,26.3,,SECURE,3002,6/1/2007,TRUE,Stryker
11562,9/15/2022,2/27/2024,44088,78.38,97.98,,INTOUCH,2131/2141,,TRUE,Stryker
12639,9/16/2022,2/27/2024,44090,78.38,97.98,,INTOUCH,2131/2141,,TRUE,Stryker
EE170584,7/25/2019,2/27/2024,44093,234.99,270.24,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
11562,9/15/2022,2/27/2024,44088,560.13,644.15,,INTOUCH,2131/2141,,TRUE,Stryker
13156,9/13/2022,2/28/2024,44097,229.62,287.03,,SECURE,3002,9/1/2008,TRUE,Stryker
13156,9/13/2022,2/28/2024,44097,293.58,366.98,,SECURE,3002,9/1/2008,TRUE,Stryker
13156,9/13/2022,2/28/2024,44097,360.54,450.68,,SECURE,3002,9/1/2008,TRUE,Stryker
EE191258,1/5/2021,2/28/2024,44100,546.71,628.72,,CENTRELLA,P7900,,TRUE,Hill-Rom
MX2051293,12/4/2020,2/29/2024,44114,27.93,34.91,,CENTRELLA,P7900B100242,12/10/2019,TRUE,Hill-Rom
12729,9/16/2022,2/29/2024,44119,560.13,644.15,,INTOUCH,2131/2141,,TRUE,Stryker
EE107278,5/17/2019,3/2/2024,44158,31.48,39.35,,VERSACARE,P3200J000293,1/17/2011,TRUE,Hill-Rom
MX1645524,5/13/2019,3/2/2024,44142,774.72,890.93,,VERSACARE,P3200,9/21/2017,TRUE,Hill-Rom
MX1928283,7/11/2019,3/4/2024,44226,27.93,34.91,,PROGRESSA,P7500A000554,,TRUE,Hill-Rom
130987,10/21/2019,3/5/2024,44230,59.03,73.79,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
130987,10/21/2019,3/5/2024,44230,85.53,106.91,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
EE107246,5/14/2019,3/6/2024,44234,31.68,39.6,,VERSACARE,P3200J000293,1/18/2011,TRUE,Hill-Rom
EE170588,7/25/2019,3/6/2024,44232,85.86,98.74,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
EE107246,5/14/2019,3/6/2024,44234,94.17,108.3,,VERSACARE,P3200J000293,1/18/2011,TRUE,Hill-Rom
MX1928275,8/12/2019,3/6/2024,44233,151,173.65,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
EE107246,5/14/2019,3/6/2024,44234,179.97,206.97,,VERSACARE,P3200J000293,1/18/2011,TRUE,Hill-Rom
EE170588,7/25/2019,3/6/2024,44232,234.99,270.24,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
EE107246,5/14/2019,3/6/2024,44234,349.7,402.16,,VERSACARE,P3200J000293,1/18/2011,TRUE,Hill-Rom
MX1928275,8/12/2019,3/6/2024,44233,528.5,660.63,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
EE107246,5/14/2019,3/6/2024,44234,560.16,644.18,,VERSACARE,P3200J000293,1/18/2011,TRUE,Hill-Rom
EE107246,5/14/2019,3/6/2024,44234,1236.16,1545.2,,VERSACARE,P3200J000293,1/18/2011,TRUE,Hill-Rom
MX2063758,5/16/2019,3/8/2024,44247,54.95,68.69,,ZOOM,1125,,TRUE,Stryker
EE151724,11/22/2017,3/11/2024,44250,75.01,86.26,,PROGRESSA,P7500,9/14/2015,TRUE,Hill-Rom
08289,4/17/2023,3/11/2024,44255,81.19,101.49,,TOTALCARE,P1900,7/30/2002,TRUE,Hill-Rom
08289,4/17/2023,3/11/2024,44255,237.66,273.31,,TOTALCARE,P1900,7/30/2002,TRUE,Hill-Rom
08289,4/17/2023,3/11/2024,44255,293.06,337.02,,TOTALCARE,P1900,7/30/2002,TRUE,Hill-Rom
MX2541556,5/26/2022,3/13/2024,44271,234.7,293.38,,ZOOM,1125-000-000E,6/1/2021,TRUE,Stryker
MX1928264,5/13/2021,3/13/2024,44270,528.5,660.63,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
MX2541556,5/26/2022,3/13/2024,44271,686.09,789,,ZOOM,1125-000-000E,6/1/2021,TRUE,Stryker
MX1669597,12/10/2019,3/14/2024,44284,5.72,7.15,,S3 PATRIOT,3002S3,11/1/2017,TRUE,Stryker
MX2052539,1/31/2020,3/14/2024,44283,155,193.75,,CENTRELLA,P7900B100242,12/6/2019,TRUE,Hill-Rom
17654,9/15/2022,3/15/2024,44300,69.37,86.71,,BIRTHING BED,4701,11/1/2013,TRUE,Stryker
17654,9/15/2022,3/15/2024,44300,85.96,107.45,,BIRTHING BED,4701,11/1/2013,TRUE,Stryker
MX2406416,11/15/2019,3/15/2024,44292,107.69,134.61,,SURGI,5E8,,TRUE,Hausted by Graham-Field
17654,9/15/2022,3/15/2024,44300,1249.03,1561.29,,BIRTHING BED,4701,11/1/2013,TRUE,Stryker
MX2055565,12/7/2020,3/18/2024,44331,31.68,39.6,,CENTRELLA,P7900B100242,,TRUE,Hill-Rom
EE183335,5/17/2021,3/18/2024,44339,31.68,39.6,,CENTRELLA,P7900,,TRUE,Hill-Rom
17764,12/12/2022,3/18/2024,44343,65.69,82.11,,TOTALCARE,PR1900MM000017,11/20/2013,TRUE,Hill-Rom
MX2055565,12/7/2020,3/18/2024,44331,85.98,107.48,,CENTRELLA,P7900B100242,,TRUE,Hill-Rom
124436,10/24/2019,3/18/2024,44340,333.7,417.13,,ADVANTA 2,P1190,,TRUE,Hill-Rom
124439,10/23/2019,3/18/2024,44341,333.7,417.13,,ADVANTA 2,P1190,,TRUE,Hill-Rom
124460,3/25/2021,3/18/2024,44342,333.7,417.13,,ADVANCE,P1190,,TRUE,Hill-Rom
124460,3/25/2021,3/18/2024,44342,339.45,424.31,,ADVANCE,P1190,,TRUE,Hill-Rom
124436,10/24/2019,3/18/2024,44340,623.17,778.96,,ADVANTA 2,P1190,,TRUE,Hill-Rom
124460,3/25/2021,3/18/2024,44342,623.17,778.97,,ADVANCE,P1190,,TRUE,Hill-Rom
19549,12/8/2022,3/19/2024,44347,9.52,11.9,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
29318,11/6/2022,3/19/2024,44353,10.63,13.29,,PRIME ZOOM,1125,7/1/2020,TRUE,Stryker
MX1928276,7/30/2019,3/20/2024,44361,58.74,73.43,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
EE170596,7/25/2019,3/20/2024,44364,234.99,270.24,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
MX1928276,7/30/2019,3/20/2024,44361,365.34,420.14,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
EE123644,6/14/2019,3/20/2024,44363,793.94,913.03,,ZOOM,1125,11/1/2013,TRUE,Stryker
MX2213653,4/10/2023,3/21/2024,44380,329,436.45,,PATRIOT,3005S3,3/1/2020,TRUE,Stryker
131018,10/21/2019,3/22/2024,44393,5.04,5.8,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
131018,10/21/2019,3/22/2024,44393,5.76,6.62,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
131018,10/21/2019,3/22/2024,44393,6.18,7.11,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
131018,10/21/2019,3/22/2024,44393,6.18,7.73,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
131018,10/21/2019,3/22/2024,44393,12.36,14.21,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
131018,10/21/2019,3/22/2024,44393,13.78,15.85,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
131018,10/21/2019,3/22/2024,44393,20.6,25.75,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
131018,10/21/2019,3/22/2024,44393,104.34,130.43,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
131018,10/21/2019,3/22/2024,44393,134.27,167.84,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
131000,10/21/2019,3/26/2024,44406,134.27,167.84,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
MX2052541,1/31/2020,3/26/2024,44404,151,173.65,,CENTRELLA,P7900B100242,12/6/2019,TRUE,Hill-Rom
MX2052541,1/31/2020,3/26/2024,44404,613.86,705.94,,CENTRELLA,P7900B100242,12/6/2019,TRUE,Hill-Rom
17656,11/18/2022,3/27/2024,44409,20.28,25.35,,BIRTHING BED,4701,11/1/2013,TRUE,Stryker
32440,4/20/2023,3/27/2024,44411,651.47,814.34,,PROCUITY,3009,,TRUE,Stryker
17656,11/18/2022,3/27/2024,44409,1783.46,2229.33,,BIRTHING BED,4701,11/1/2013,TRUE,Stryker
MX1928256,12/14/2021,3/28/2024,44421,2.49,2.86,,PROGRESSA,P7500A000554,,TRUE,Hill-Rom
MX1928256,12/14/2021,3/28/2024,44421,4.8,5.52,,PROGRESSA,P7500A000554,,TRUE,Hill-Rom
MX1928256,12/14/2021,3/28/2024,44421,44.58,51.27,,PROGRESSA,P7500A000554,,TRUE,Hill-Rom
MX1928256,12/14/2021,3/28/2024,44421,429.28,325.71,,PROGRESSA,P7500A000554,,TRUE,Hill-Rom
MX2254709,3/10/2021,3/29/2024,44458,4.59,5.74,,ZOOM,1125-000-000E,7/1/2020,TRUE,Stryker
MX2051266,12/4/2020,3/29/2024,44457,4.86,5.59,,CENTRELLA,P7900B100242,12/6/2019,TRUE,Hill-Rom
34047,3/14/2024,3/29/2024,44486,6.73,8.41,,CHG SPIRIT SELECT,012256,1/1/2000,TRUE,
13171,9/28/2022,3/29/2024,44462,21.04,26.3,,SECURE,3002,9/1/2008,TRUE,Stryker
MX2051266,12/4/2020,3/29/2024,44457,27.93,34.91,,CENTRELLA,P7900B100242,12/6/2019,TRUE,Hill-Rom
MX2051266,12/4/2020,3/29/2024,44457,36.4,45.5,,CENTRELLA,P7900B100242,12/6/2019,TRUE,Hill-Rom
MX2051266,12/4/2020,3/29/2024,44457,57.66,72.08,,CENTRELLA,P7900B100242,12/6/2019,TRUE,Hill-Rom
MX2051266,12/4/2020,3/29/2024,44457,85.78,107.23,,CENTRELLA,P7900B100242,12/6/2019,TRUE,Hill-Rom
19531,9/30/2022,3/29/2024,44461,88.99,111.24,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
MX2051266,12/4/2020,3/29/2024,44457,156,179.4,,CENTRELLA,P7900B100242,12/6/2019,TRUE,Hill-Rom
MX2254711,2/1/2023,3/29/2024,44459,475,593.75,,ZOOM,1125-000-000E,7/1/2020,TRUE,Stryker
MX2425049,5/8/2023,3/30/2024,44489,27.93,34.91,,PROGRESSA,P7500,1/13/2021,TRUE,Hill-Rom
MX2052609,1/31/2020,4/1/2024,44839,27.93,34.91,,CENTRELLA,P7900B100242,12/9/2019,TRUE,Hill-Rom
MX1992932,7/6/2023,4/1/2024,44845,54.63,54.63,,EVOLUTION,33060400,,TRUE,SIZEWISE
MX2052609,1/31/2020,4/1/2024,44839,155,193.75,,CENTRELLA,P7900B100242,12/9/2019,TRUE,Hill-Rom
12729,9/16/2022,4/2/2024,44853,5.87,7.34,,INTOUCH,2131/2141,,TRUE,Stryker
19858,1/4/2024,4/2/2024,44856,6.73,8.41,,SPIRIT SELECT,N3A02BCEFM,,TRUE,CARROLL HOSPITAL GROUP
MX1992918,7/6/2023,4/2/2024,44852,54.63,54.63,,EVOLUTION,33060400,,TRUE,SIZEWISE
MX1928267,6/10/2021,4/2/2024,44846,151,173.65,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
MX1928267,6/10/2021,4/2/2024,44846,200.15,250.19,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
12629,10/5/2022,4/2/2024,44855,560.13,644.15,,INTOUCH,,,TRUE,Stryker
131026,10/21/2019,4/3/2024,44858,327.73,409.66,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
19521,11/18/2022,4/4/2024,44881,4.59,5.74,,ZOOM,1125,3/1/2015,TRUE,Stryker
EE123642,5/20/2019,4/4/2024,44876,17.07,21.34,,ZOOM,1125,11/1/2013,TRUE,Stryker
MX1645518,5/13/2019,4/4/2024,44878,27.93,34.91,,VERSACARE,P3200K000122,9/21/2017,TRUE,Hill-Rom
EE107276,5/13/2019,4/4/2024,44877,31.68,39.6,,VERSACARE,P3200J000293,2/3/2011,TRUE,Hill-Rom
EE107276,5/13/2019,4/4/2024,44877,151,173.65,,VERSACARE,P3200J000293,2/3/2011,TRUE,Hill-Rom
MX2586429,12/2/2021,4/4/2024,44874,155,193.75,,CENTRELLA,P7900B200453,8/31/2021,TRUE,Hill-Rom
MX1645518,5/13/2019,4/4/2024,44878,156,179.4,,VERSACARE,P3200K000122,9/21/2017,TRUE,Hill-Rom
MX1645518,5/13/2019,4/4/2024,44878,527.69,606.84,,VERSACARE,P3200K000122,9/21/2017,TRUE,Hill-Rom
106344,11/17/2016,4/4/2024,44871,561.31,701.64,,CUB,FL19H,,TRUE,Stryker
EE151084,7/24/2019,4/5/2024,44890,144.94,166.68,,BARI 10A,BARI 10A,,TRUE,Joerns
15036,11/6/2022,4/5/2024,44888,707.57,884.46,,S3,3002,12/1/2010,TRUE,Stryker
EE170596,7/25/2019,4/5/2024,44889,1752.94,2015.88,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
EE151728,8/24/2017,4/8/2024,44893,22.06,25.37,,PROGRESSA,P7500,9/22/2015,TRUE,Hill-Rom
EE151728,8/24/2017,4/8/2024,44893,57.66,72.08,,PROGRESSA,P7500,9/22/2015,TRUE,Hill-Rom
EE107290,5/14/2019,4/9/2024,44901,36.4,45.5,,VERSACARE,P3200J000293,1/18/2011,TRUE,Hill-Rom
17758,10/19/2022,4/9/2024,44900,65.69,82.11,,TOTALCARE,PR1900MM000017,11/20/2013,TRUE,Hill-Rom
EE107290,5/14/2019,4/9/2024,44901,94.17,108.3,,VERSACARE,P3200J000293,1/18/2011,TRUE,Hill-Rom
EE107290,5/14/2019,4/9/2024,44901,156,179.4,,VERSACARE,P3200J000293,1/18/2011,TRUE,Hill-Rom
EE107290,5/14/2019,4/9/2024,44901,211.97,243.77,,VERSACARE,P3200J000293,1/18/2011,TRUE,Hill-Rom
13947,9/21/2022,4/9/2024,44905,661.69,827.11,,S3,3002,3/1/2010,TRUE,Stryker
12086,11/18/2022,4/10/2024,44911,21.04,26.3,,SECURE,3002,6/1/2007,TRUE,Stryker
12103,9/26/2022,4/10/2024,44913,21.04,26.3,,SECURE,3002,6/1/2007,TRUE,Stryker
EE151718,12/13/2018,4/10/2024,44912,22.06,25.37,,PROGRESSA,P7500,9/14/2015,TRUE,Hill-Rom
13147,9/15/2022,4/10/2024,44909,661.69,827.11,,SECURE,3002,9/1/2008,TRUE,Stryker
12086,11/18/2022,4/10/2024,44911,900.73,1125.91,,SECURE,3002,6/1/2007,TRUE,Stryker
13929,9/16/2022,4/11/2024,44936,26.48,33.1,,S3,3002 S3,3/1/2010,TRUE,Stryker
EE191214,12/23/2020,4/11/2024,44925,36.4,45.5,,CENTRELLA,P7900,8/31/2020,TRUE,Hill-Rom
EE170487,7/25/2019,4/11/2024,44926,85.86,98.74,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
13112,9/16/2022,4/11/2024,44933,115.1,143.88,,SECURE,3002,9/1/2008,TRUE,Stryker
EE170487,7/25/2019,4/11/2024,44926,234.99,270.24,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
EE170487,7/25/2019,4/11/2024,44926,1752.94,2015.88,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
EE96482,5/13/2019,4/12/2024,44945,3.71,4.27,,VERSACARE,P3200H000293,8/27/2009,TRUE,Hill-Rom
EE96482,5/13/2019,4/12/2024,44945,5.93,6.82,,VERSACARE,P3200H000293,8/27/2009,TRUE,Hill-Rom
EE96482,5/13/2019,4/12/2024,44945,24,27.6,,VERSACARE,P3200H000293,8/27/2009,TRUE,Hill-Rom
EE96482,5/13/2019,4/12/2024,44945,33.87,38.95,,VERSACARE,P3200H000293,8/27/2009,TRUE,Hill-Rom
EE96482,5/13/2019,4/12/2024,44945,36.4,45.5,,VERSACARE,P3200H000293,8/27/2009,TRUE,Hill-Rom
EE96482,5/13/2019,4/12/2024,44945,78.12,89.84,,VERSACARE,P3200H000293,8/27/2009,TRUE,Hill-Rom
EE96482,5/13/2019,4/12/2024,44945,84.12,96.74,,VERSACARE,P3200H000293,8/27/2009,TRUE,Hill-Rom
EE96482,5/13/2019,4/12/2024,44945,156,179.4,,VERSACARE,P3200H000293,8/27/2009,TRUE,Hill-Rom
EE96482,5/13/2019,4/12/2024,44945,217.77,250.44,,VERSACARE,P3200H000293,8/27/2009,TRUE,Hill-Rom
EE96482,5/13/2019,4/12/2024,44945,394.91,454.15,,VERSACARE,P3200H000293,8/27/2009,TRUE,Hill-Rom
MX2220018,11/3/2022,4/15/2024,44950,10.25,12.81,,ZOOM,1125,7/1/2020,TRUE,Stryker
MX2220018,11/3/2022,4/15/2024,44950,54.95,68.69,,ZOOM,1125,7/1/2020,TRUE,Stryker
MX2052559,1/31/2020,4/17/2024,44974,4.86,5.59,,CENTRELLA,P7900B100242,12/19/2019,TRUE,Hill-Rom
15570,1/11/2023,4/17/2024,44977,9.52,11.9,,ZOOM,1125,7/1/2011,TRUE,Stryker
15570,1/11/2023,4/17/2024,44977,10.57,13.21,,ZOOM,1125,7/1/2011,TRUE,Stryker
EE151726,9/21/2017,4/17/2024,44970,22.06,25.37,,PROGRESSA,P7500,9/14/2015,TRUE,Hill-Rom
MX2052559,1/31/2020,4/17/2024,44974,27.93,34.91,,CENTRELLA,P7900B100242,12/19/2019,TRUE,Hill-Rom
MX2052559,1/31/2020,4/17/2024,44974,36.4,45.5,,CENTRELLA,P7900B100242,12/19/2019,TRUE,Hill-Rom
MX2052559,1/31/2020,4/17/2024,44974,85.78,107.23,,CENTRELLA,P7900B100242,12/19/2019,TRUE,Hill-Rom
13148,2/17/2023,4/17/2024,44978,206.9,258.63,,SECURE,3002,9/1/2008,TRUE,Stryker
EE170576,7/25/2019,4/17/2024,44971,452.29,520.13,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
13103,9/11/2022,4/18/2024,44993,5.72,7.15,,SECURE,3002,9/1/2008,TRUE,Stryker
EE96492,5/17/2019,4/18/2024,44987,9.42,10.83,,VERSACARE,P3200H000293,8/27/2009,TRUE,Hill-Rom
13168,9/13/2022,4/18/2024,44991,22.17,27.71,,SECURE,3002,9/1/2008,TRUE,Stryker
EE96492,5/17/2019,4/18/2024,44987,36.4,45.5,,VERSACARE,P3200H000293,8/27/2009,TRUE,Hill-Rom
EE110526,5/13/2019,4/18/2024,44988,36.4,45.5,,VERSACARE,P3200,4/11/2011,TRUE,Hill-Rom
EE107267,5/13/2019,4/18/2024,44986,78.12,89.84,,VERSACARE,P3200J000293,1/31/2011,TRUE,Hill-Rom
EE110526,5/13/2019,4/18/2024,44988,156,179.4,,VERSACARE,P3200,4/11/2011,TRUE,Hill-Rom
EE107267,5/13/2019,4/18/2024,44986,168.25,193.48,,VERSACARE,P3200J000293,1/31/2011,TRUE,Hill-Rom
EE110526,5/13/2019,4/18/2024,44988,349.7,402.16,,VERSACARE,P3200,4/11/2011,TRUE,Hill-Rom
EE110526,5/13/2019,4/18/2024,44988,560.16,644.18,,VERSACARE,P3200,4/11/2011,TRUE,Hill-Rom
EE110526,5/13/2019,4/18/2024,44988,1236.16,1545.2,,VERSACARE,P3200,4/11/2011,TRUE,Hill-Rom
MX2586434,12/2/2021,4/19/2024,44996,6.44,7.41,,CENTRELLA,P7900,8/31/2021,TRUE,Hill-Rom
MX2586434,12/2/2021,4/19/2024,44996,6.92,7.96,,CENTRELLA,P7900,8/31/2021,TRUE,Hill-Rom
MX2586435,12/2/2021,4/19/2024,44997,36.4,45.5,,CENTRELLA,P7900,8/31/2021,TRUE,Hill-Rom
19525,9/18/2022,4/23/2024,45000,4.59,5.74,,ZOOM,1125,3/1/2015,TRUE,Stryker
19525,9/18/2022,4/23/2024,45000,5.85,7.31,,ZOOM,1125,3/1/2015,TRUE,Stryker
19525,9/18/2022,4/23/2024,45000,10.57,13.21,,ZOOM,1125,3/1/2015,TRUE,Stryker
19525,9/18/2022,4/23/2024,45000,31.4,39.25,,ZOOM,1125,3/1/2015,TRUE,Stryker
13110,12/22/2022,4/24/2024,45015,22.17,27.71,,SECURE,3002,9/1/2008,TRUE,Stryker
EE170259,7/24/2019,4/24/2024,45011,85.86,98.74,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
EE170259,7/24/2019,4/24/2024,45011,452.29,520.13,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
041664,11/16/2016,4/25/2024,45024,5.25,6.56,,RENAISSANCE,1711,12/1/1998,TRUE,Stryker
EE151723,2/27/2018,4/29/2024,45040,22.06,25.37,,PROGRESSA,P7500,9/14/2015,TRUE,Hill-Rom
MX2051259,12/4/2020,4/29/2024,45039,49.78,62.23,,CENTRELLA,P7900B100242,11/22/2019,TRUE,Hill-Rom
MX2051259,12/4/2020,4/29/2024,45039,85.78,107.23,,CENTRELLA,P7900B100242,11/22/2019,TRUE,Hill-Rom
EE170400,7/25/2019,4/29/2024,45051,85.86,98.74,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
EE146977,1/20/2017,4/29/2024,45045,102.42,128.03,,SECURE S3,3005S3EX,2/1/2015,TRUE,Stryker
EE191209,12/23/2020,4/29/2024,45041,546.71,628.72,,CENTRELLA,P7900,7/20/2020,TRUE,Hill-Rom
EE170400,7/25/2019,4/29/2024,45051,1752.94,2015.88,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
19535,9/30/2022,5/1/2024,45080,4.59,5.74,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
